State,Date,Population,GDP (in trillions),Peak Demand (MW),Peak Production (MW),Solar Production (MW),Coal Production (MW),Wind Production (MW),Nuclear Production (MW),Total Production (MW),State_num,Month,Year
Andhra Pradesh,2013-01-31,50294445.79760876,13.366131439022558,0.06364472296462492,0.06184494892903209,0.051047614734483146,0.05910512318153028,0.0,0.0,0.035982453944761815,0,1,2013
Andhra Pradesh,2013-02-28,50366598.65989927,13.398355975641309,0.06396589189184113,0.055354104196363656,0.06396922107829638,0.06975190731337297,0.0,0.0,0.04316579308545778,0,2,2013
Andhra Pradesh,2013-03-31,50438301.846930034,13.433498880107216,0.05908466511832311,0.06031591127772749,0.06876028586091794,0.06278708659505294,0.0,0.0,0.040960664716865984,0,3,2013
Andhra Pradesh,2013-04-30,50555259.3561736,13.47737312766808,0.09905094374754839,0.10130284580899282,0.04711216102686357,0.1116395333034008,0.0,0.0,0.058679502321946304,0,4,2013
Andhra Pradesh,2013-05-31,50641288.71685987,13.512259884246903,0.054704504001258376,0.05155448429625269,0.022563759144133926,0.05915861238777899,0.0,0.0,0.0306424658331971,0,5,2013
Andhra Pradesh,2013-06-30,50756752.74223738,13.563793047880113,0.08389693769469343,0.08422985363774856,0.08729742309866677,0.06860380851674697,0.0,0.0,0.04704655139829943,0,6,2013
Andhra Pradesh,2013-07-31,50868294.167327225,13.603688628764973,0.10249946405349743,0.09114791066814577,0.06836738343021484,0.09315800053229152,0.0,0.0,0.054436610303199025,0,7,2013
Andhra Pradesh,2013-08-31,50958310.69197112,13.659384746147715,0.07562050295602006,0.07109270773803467,0.08166744574045473,0.08965753112797226,0.0,0.0,0.05537944310416054,0,8,2013
Andhra Pradesh,2013-09-30,51061065.253034726,13.693852366249931,0.09838154598450619,0.09674756179748943,0.03110506730581808,0.07872221479570124,0.0,0.0,0.040979166162788405,0,9,2013
Andhra Pradesh,2013-10-31,51104076.91771401,13.738403904683612,0.10476349838068788,0.10554139105373347,0.082810550407008,0.106912887132519,0.0,0.0,0.06329315245112566,0,10,2013
Andhra Pradesh,2013-11-30,51215579.06107805,13.783226008583796,0.09094171825670325,0.08827979668163874,0.10482772591941293,0.09869898269702186,0.0,0.0,0.06377463103230813,0,11,2013
Andhra Pradesh,2013-12-31,51336912.60108587,13.806500759934348,0.09327924807102257,0.08206745864472072,0.06732131678921438,0.09410843469117007,0.0,0.0,0.0546636580399476,0,12,2013
Andhra Pradesh,2014-01-31,51411209.68890068,13.83512986448178,0.09018942988807248,0.08711700023910099,0.025694355347008715,0.09452145584009049,0.0,0.0,0.047009069776631364,0,1,2014
Andhra Pradesh,2014-02-28,51510510.14956141,13.865682166457404,0.09436276430070882,0.091672316381534,0.04414224265139577,0.08892951506827766,0.0,0.0,0.04798819332634904,0,2,2014
Andhra Pradesh,2014-03-31,51616014.49493031,13.909063072031316,0.08207912375041122,0.07317552203965806,0.03454296408219308,0.07861201171037144,0.0,0.0,0.04157739650402817,0,3,2014
Andhra Pradesh,2014-04-30,51677033.30952012,13.96187684171019,0.09442770922999282,0.08144492710141983,0.039842166015065246,0.1120566836376419,0.0,0.0,0.05749658585694534,0,4,2014
Andhra Pradesh,2014-05-31,51767278.36028248,13.998542503765272,0.08866078593066996,0.07998132287458933,0.042523634202852614,0.0806759637964217,0.0,0.0,0.044001081438260946,0,5,2014
Andhra Pradesh,2014-06-30,51841193.599371046,14.0407252620212,0.11008327832198021,0.0949237254710544,0.0655744340915286,0.10408449376436742,0.0,0.0,0.05878550156245275,0,6,2014
Andhra Pradesh,2014-07-31,51903839.6798626,14.070240185719603,0.09941233566228592,0.09524039749368049,0.06833177722709217,0.09053669871407648,0.0,0.0,0.053260415686441596,0,7,2014
Andhra Pradesh,2014-08-31,51967529.81090448,14.102184831240823,0.08751350003843485,0.0852807413329688,0.0637773612528403,0.07507762530478361,0.0,0.0,0.04550572399123167,0,8,2014
Andhra Pradesh,2014-09-30,52037196.59569698,14.150406578620558,0.06832495187400414,0.06243145963435768,0.04221121721387757,0.07876553595743008,0.0,0.0,0.04308991529383911,0,9,2014
Andhra Pradesh,2014-10-31,52082186.77330774,14.178933111667243,0.10899934871105632,0.10940966159651397,0.06732416385500352,0.10703052758138248,0.0,0.0,0.06042936489325293,0,10,2014
Andhra Pradesh,2014-11-30,52130096.42283349,14.21818704463346,0.0932517978772075,0.08952716550095671,0.05710169845936773,0.09640723464556977,0.0,0.0,0.05376478698147114,0,11,2014
Andhra Pradesh,2014-12-31,52230429.78046514,14.24506287526277,0.10081339995419109,0.09772114026592962,0.0675573728508798,0.10087165333571053,0.0,0.0,0.05772550922591162,0,12,2014
Andhra Pradesh,2015-01-31,52347014.07111344,14.276998545285066,0.07608569361332186,0.07115105716684571,0.06602045283544007,0.06122546194801156,0.0,0.0,0.03974800494451711,0,1,2015
Andhra Pradesh,2015-02-28,52454127.61474621,14.302110002819314,0.0638533527418715,0.06030646097095397,0.04078228474752502,0.05476870045658487,0.0,0.0,0.0321146810302397,0,2,2015
Andhra Pradesh,2015-03-31,52505969.28106877,14.338952717994696,0.1061850111652337,0.09820269495937324,0.10710636291009437,0.09385836633674913,0.0,0.0,0.062044092642232186,0,3,2015
Andhra Pradesh,2015-04-30,52604924.598901145,14.365415725020808,0.07570623418641398,0.0678539231949535,0.08717322127338413,0.06279924473741723,0.0,0.0,0.04443346601717188,0,4,2015
Andhra Pradesh,2015-05-31,52654870.47017199,14.39053869147189,0.07832118311054527,0.07788690842663308,0.05246165574508048,0.08374152392829891,0.0,0.0,0.047240224962117015,0,5,2015
Andhra Pradesh,2015-06-30,52772118.03038317,14.44167206306053,0.08038941264081317,0.06837689837492793,0.09216147187438901,0.08082154585375267,0.0,0.0,0.05341343385571789,0,6,2015
Andhra Pradesh,2015-07-31,52839903.02114892,14.486464492419804,0.10744037764468484,0.09560394726936318,0.0677538776862887,0.11350397249883752,0.0,0.0,0.06339840208715493,0,7,2015
Andhra Pradesh,2015-08-31,52892046.90750217,14.523811697335814,0.0706437141149498,0.060490873372930576,0.0589771276169435,0.07883147942553834,0.0,0.0,0.046276558231854184,0,8,2015
Andhra Pradesh,2015-09-30,52961044.1890769,14.552943940957515,0.08866321137021424,0.07505636428778598,0.09729412079351082,0.09138049184622538,0.0,0.0,0.05909082988806177,0,9,2015
Andhra Pradesh,2015-10-31,53029347.276844405,14.600721749680188,0.06098596745628262,0.06144151036057026,0.07012270636806225,0.05448818238860919,0.0,0.0,0.037514682259464006,0,10,2015
Andhra Pradesh,2015-11-30,53088092.60364276,14.659828414008706,0.0772243122375541,0.07823071813437192,0.07223567980185171,0.08862828429951544,0.0,0.0,0.053144131459904854,0,11,2015
Andhra Pradesh,2015-12-31,53190938.255300686,14.68955207616283,0.10454270496656493,0.0916762368412321,0.027920888363592185,0.09521766762248454,0.0,0.0,0.04773896644874303,0,12,2015
Andhra Pradesh,2016-01-31,53269227.25107142,14.7432364866621,0.07281629818686504,0.06427339074569648,0.05827435451159035,0.06413951315298994,0.0,0.0,0.0395894207662109,0,1,2016
Andhra Pradesh,2016-02-29,53394967.134600095,14.791903689544782,0.07405496067841506,0.06787071217725633,0.04121533060125307,0.06618703196762175,0.0,0.0,0.03729049879158869,0,2,2016
Andhra Pradesh,2016-03-31,53509144.46438886,14.85288139276471,0.10479284570562296,0.08876049438777615,0.028928243074765624,0.09179619794615973,0.0,0.0,0.046402180315164236,0,3,2016
Andhra Pradesh,2016-04-30,53559580.07195896,14.87764355039496,0.08305365503890305,0.08159203221105894,0.03767655353957387,0.09759025838096513,0.0,0.0,0.05063460291950345,0,4,2016
Andhra Pradesh,2016-05-31,53606504.44989512,14.923838320634346,0.06533603532984408,0.06374193171065713,0.05271660838109139,0.07398850881267639,0.0,0.0,0.04293694378258369,0,5,2016
Andhra Pradesh,2016-06-30,53719414.71251977,14.949463661768862,0.08017074278894379,0.07029424655461575,0.08509308864067826,0.06747137437655616,0.0,0.0,0.04612621508635527,0,6,2016
Andhra Pradesh,2016-07-31,53785506.7942897,14.976896990307733,0.07681231214795828,0.06741152711271697,0.07794521871583443,0.06687224861093718,0.0,0.0,0.04451288631422428,0,7,2016
Andhra Pradesh,2016-08-31,53843894.054761074,15.00605335912384,0.0678431333428915,0.06883357883841944,0.0760435730944572,0.06647743568596327,0.0,0.0,0.04397863845188161,0,8,2016
Andhra Pradesh,2016-09-30,53905146.56055723,15.04402440314953,0.10919130827855802,0.09410255539276759,0.057911907524644896,0.12787133979260124,0.0,0.0,0.06795501839702218,0,9,2016
Andhra Pradesh,2016-10-31,53996817.54196809,15.083728878732602,0.12651534634710007,0.1293513341415437,0.047735105463279366,0.1289598919222706,0.0,0.0,0.06652426005859487,0,10,2016
Andhra Pradesh,2016-11-30,54121542.24928264,15.1179150050237,0.11010202626941522,0.10654358237734404,0.028406394211408354,0.12315790526717892,0.0,0.0,0.060295884594961,0,11,2016
Andhra Pradesh,2016-12-31,54209702.66665418,15.173424184917153,0.11455466150257862,0.0959271831016207,0.11048802619884021,0.10162710148382086,0.0,0.0,0.0661469090141857,0,12,2016
Andhra Pradesh,2017-01-31,54271567.78279223,15.228402934382348,0.11096357220664137,0.10478900354306331,0.10414960824172431,0.0927224079303699,0.0,0.0,0.06098049421891154,0,1,2017
Andhra Pradesh,2017-02-28,54348690.93148202,15.267558446222605,0.08316083622475513,0.08318096847047436,0.024520196559645588,0.09559369023667494,0.0,0.0,0.04726633720108908,0,2,2017
Andhra Pradesh,2017-03-31,54411949.07537036,15.308670364803197,0.09417204694337285,0.09360353503112688,0.09446623444473931,0.08489513449490793,0.0,0.0,0.05566487328270389,0,3,2017
Andhra Pradesh,2017-04-30,54467915.46820363,15.366888050655682,0.09359945470321199,0.08739603921465039,0.053881560517043764,0.08733775228265649,0.0,0.0,0.049112061519115235,0,4,2017
Andhra Pradesh,2017-05-31,54561299.29927373,15.40686616291418,0.12913707066277025,0.10990668924164623,0.06509353877044702,0.12531986084650734,0.0,0.0,0.06816906766594152,0,5,2017
Andhra Pradesh,2017-06-30,54687873.957812205,15.433127559930725,0.11913628507954899,0.11080675492705372,0.06212247236422364,0.1250311404056613,0.0,0.0,0.06748076801015918,0,6,2017
Andhra Pradesh,2017-07-31,54813875.388100274,15.492075974742058,0.08073490155045704,0.07354850637987335,0.048773350409208834,0.07145736928073775,0.0,0.0,0.04106511714564642,0,7,2017
Andhra Pradesh,2017-08-31,54945545.47386216,15.522461759591891,0.1158692005473842,0.10323604387227388,0.04056763618836185,0.09907881242297395,0.0,0.0,0.05184314448160968,0,8,2017
Andhra Pradesh,2017-09-30,55020116.74411138,15.554344237523528,0.08123848570885486,0.07629954605826278,0.09467497987114629,0.09253911974535142,0.0,0.0,0.05911453413599081,0,9,2017
Andhra Pradesh,2017-10-31,55068740.674950205,15.602000407894092,0.12907815255269084,0.1222295334390631,0.031065148544810316,0.11108941692364958,0.0,0.0,0.05541222354313141,0,10,2017
Andhra Pradesh,2017-11-30,55143582.968360186,15.653026893330644,0.10076467698247198,0.09644520692856814,0.05410502645488101,0.08052784291861466,0.0,0.0,0.04611591285816468,0,11,2017
Andhra Pradesh,2017-12-31,55263834.02357757,15.713469802430122,0.09144767347180234,0.08352496821739253,0.08233351081176642,0.08315601552087254,0.0,0.0,0.05260423055061118,0,12,2017
Andhra Pradesh,2018-01-31,55371453.760112986,15.765358503804109,0.09852071837804913,0.08784588459503877,0.08337634259122569,0.09149418537504975,0.0,0.0,0.056520669216915835,0,1,2018
Andhra Pradesh,2018-02-28,55477420.23663429,15.801494713493351,0.06891322521510662,0.0630955642395659,0.06617928683770503,0.07329331307011187,0.0,0.0,0.04516196743725173,0,2,2018
Andhra Pradesh,2018-03-31,55601988.34873906,15.854615955309484,0.07965277321557554,0.07014936863899762,0.07351090777251182,0.08280285429717095,0.0,0.0,0.05078526609169886,0,3,2018
Andhra Pradesh,2018-04-30,55683385.57869334,15.913637074637574,0.13154987196067525,0.12085381667315424,0.05122933375273642,0.154461050612436,0.0,0.0,0.07855956568282096,0,4,2018
Andhra Pradesh,2018-05-31,55734078.79405049,15.957959617514804,0.07414055051407542,0.07337208676431192,0.017691678835965636,0.07818699510302725,0.0,0.0,0.03821447656048949,0,5,2018
Andhra Pradesh,2018-06-30,55831709.53360329,16.010851286003835,0.12674028371864665,0.12673087133201244,0.04283269096478407,0.12749154805618104,0.0,0.0,0.0649459772806525,0,6,2018
Andhra Pradesh,2018-07-31,55953410.77781235,16.059039573348823,0.0964077169711859,0.09179706826018984,0.10935820372079548,0.1028943454426254,0.0,0.0,0.06649952869724954,0,7,2018
Andhra Pradesh,2018-08-31,56030922.035751306,16.09214662676071,0.12152540408055584,0.12264807868144677,0.0728496451538533,0.09679783062006497,0.0,0.0,0.056904578310048956,0,8,2018
Andhra Pradesh,2018-09-30,56166833.74286497,16.124614970488288,0.093329366978335,0.09055261748502626,0.09310151366636508,0.10976043752940483,0.0,0.0,0.06650149445229263,0,9,2018
Andhra Pradesh,2018-10-31,56280719.07896476,16.171857384959342,0.09330731056736778,0.09028153856128292,0.06761762326301714,0.08363268551036324,0.0,0.0,0.05004571765775076,0,10,2018
Andhra Pradesh,2018-11-30,56407465.87533207,16.217844542230047,0.10537425758445051,0.10367753294437158,0.11665955615577123,0.11845587830999124,0.0,0.0,0.07481721365225319,0,11,2018
Andhra Pradesh,2018-12-31,56487087.99572059,16.280908982209038,0.10112908213340624,0.09852872580712546,0.06872580335979551,0.11293181568532029,0.0,0.0,0.06332616053755642,0,12,2018
Andhra Pradesh,2019-01-31,56597565.15350208,16.343776517622985,0.0746376901012627,0.06354869025730671,0.027298649856684495,0.07155495244284704,0.0,0.0,0.03706470958756695,0,1,2019
Andhra Pradesh,2019-02-28,56679995.57495405,16.39850588856237,0.09907293239703514,0.10110084376814137,0.08105373290335918,0.0920872548786365,0.0,0.0,0.05634789090113385,0,2,2019
Andhra Pradesh,2019-03-31,56742104.75922622,16.436156862551446,0.13477291618698467,0.11748245560180454,0.11565176177785859,0.1558634400750038,0.0,0.0,0.09131675667574218,0,3,2019
Andhra Pradesh,2019-04-30,56825021.05525407,16.503955069155726,0.14475075459242356,0.14546276593527196,0.09057529721742338,0.1486298294305012,0.0,0.0,0.0833672934929315,0,4,2019
Andhra Pradesh,2019-05-31,56914290.61738575,16.566086924520633,0.1022931433974123,0.09476061890077694,0.03357655331473625,0.09664434252915856,0.0,0.0,0.04944050479858949,0,5,2019
Andhra Pradesh,2019-06-30,56997342.42828792,16.59753640937112,0.14613899857825483,0.13493782027197,0.16193551742311335,0.13882575598012753,0.0,0.0,0.0924312089153894,0,6,2019
Andhra Pradesh,2019-07-31,57117136.18257565,16.62666190282791,0.13303691622108332,0.11546524047164132,0.07459414472640911,0.12499552551298349,0.0,0.0,0.06981344423349292,0,7,2019
Andhra Pradesh,2019-08-31,57178877.83352274,16.671353004829278,0.14225410763351867,0.13060389876024128,0.13688852302105473,0.12150132204270045,0.0,0.0,0.07998529092475845,0,8,2019
Andhra Pradesh,2019-09-30,57313740.55793898,16.711497892056713,0.09970157883111971,0.09537119143007426,0.03703118062943477,0.09996072216679597,0.0,0.0,0.05157065000745023,0,9,2019
Andhra Pradesh,2019-10-31,57452299.93146485,16.753546761527602,0.14114508305269516,0.12374616657184083,0.1490637807795757,0.1578036242412392,0.0,0.0,0.0984742512993907,0,10,2019
Andhra Pradesh,2019-11-30,57554637.44615653,16.801377689389007,0.08367849967305005,0.08279003298045848,0.020685180107587284,0.08268361333498923,0.0,0.0,0.04078434772354421,0,11,2019
Andhra Pradesh,2019-12-31,57654313.58172829,16.86723545537935,0.10317376124685806,0.10369629358895423,0.05773895752608237,0.11075698452124333,0.0,0.0,0.060286908077880695,0,12,2019
Andhra Pradesh,2020-01-31,57788138.08831327,16.920024932501285,0.14848857649211702,0.1416234786030374,0.15220654157852753,0.1746290415826895,0.0,0.0,0.1065727034864831,0,1,2020
Andhra Pradesh,2020-02-29,57930421.37312866,16.955363665265843,0.14383113382102108,0.12191021774090625,0.12029032703124196,0.16134906815035216,0.0,0.0,0.09463765828393143,0,2,2020
Andhra Pradesh,2020-03-31,58054780.20181377,17.02514781243825,0.1114147740789632,0.09794171383019916,0.1228104491586978,0.08878548609554615,0.0,0.0,0.06273810349821367,0,3,2020
Andhra Pradesh,2020-04-30,58135918.53415897,17.0829209690349,0.08045371213545617,0.08131963334936311,0.03939091965151919,0.08086715375203718,0.0,0.0,0.043496452737081914,0,4,2020
Andhra Pradesh,2020-05-31,58208724.578149214,17.12708674545393,0.13322811945359714,0.1125164447775723,0.07211392328058257,0.1458482338183225,0.0,0.0,0.07864979061567923,0,5,2020
Andhra Pradesh,2020-06-30,58348004.06420991,17.160910659584943,0.08006529947680277,0.0743980017283732,0.0666427630064894,0.08861800829794368,0.0,0.0,0.05208633340849391,0,6,2020
Andhra Pradesh,2020-07-31,58481315.194922,17.229970442645456,0.08261012157599527,0.07378482439713939,0.09587240229174024,0.06588866217865176,0.0,0.0,0.047449964885781126,0,7,2020
Andhra Pradesh,2020-08-31,58571983.512102574,17.28555290640728,0.11639330963699547,0.11755723236321515,0.05874454315770041,0.12384667904844548,0.0,0.0,0.06631621784840651,0,8,2020
Andhra Pradesh,2020-09-30,58678246.590366974,17.325231148263395,0.15050375003789265,0.14494662355977223,0.1583664580547473,0.15615241144147726,0.0,0.0,0.09948937129577126,0,9,2020
Andhra Pradesh,2020-10-31,58792205.15445164,17.355907858655883,0.10892294042525442,0.10908122358186806,0.038232222356771706,0.08821839573668855,0.0,0.0,0.04655800076480917,0,10,2020
Andhra Pradesh,2020-11-30,58927530.92402887,17.420535419843812,0.11447032654866858,0.10912205011437894,0.10959276492542264,0.11443286096842617,0.0,0.0,0.07169158931705844,0,11,2020
Andhra Pradesh,2020-12-31,58998694.01940893,17.44996006720453,0.10079005379410406,0.09539298205147304,0.03686396371331137,0.08198263787598117,0.0,0.0,0.043518268000011164,0,12,2020
Andhra Pradesh,2021-01-31,59111033.11965901,17.514544029617547,0.15857948351586196,0.1593896219590577,0.13202759374528256,0.1813783120357655,0.0,0.0,0.10578394119506326,0,1,2021
Andhra Pradesh,2021-02-28,59226248.56023633,17.547369173322355,0.1562998528860344,0.1511646978726575,0.140131622704944,0.13274649695559446,0.0,0.0,0.08561302204989694,0,2,2021
Andhra Pradesh,2021-03-31,59294613.5771334,17.60865962313845,0.1162172252116882,0.1186983416747686,0.07368623545372545,0.09913342570071533,0.0,0.0,0.0581041402597703,0,3,2021
Andhra Pradesh,2021-04-30,59363136.03755973,17.651458340434242,0.11005633526042215,0.09674156029097396,0.08593815736644692,0.12450405115608362,0.0,0.0,0.07173038762439853,0,4,2021
Andhra Pradesh,2021-05-31,59417027.023951694,17.718273797498114,0.09870156317733111,0.08664248763757142,0.05252289138983909,0.09806313810983278,0.0,0.0,0.05364132123323922,0,5,2021
Andhra Pradesh,2021-06-30,59527206.90058527,17.771784752544637,0.08479543579065822,0.08619100714022263,0.09863809334329375,0.06803188125764231,0.0,0.0,0.048926971444582516,0,6,2021
Andhra Pradesh,2021-07-31,59594547.30072226,17.808852681724925,0.12004892779564279,0.11959877680289979,0.13214915604325317,0.13700019024738636,0.0,0.0,0.08600760601088535,0,7,2021
Andhra Pradesh,2021-08-31,59718946.78878769,17.85066980698914,0.16221611230108543,0.15078510150393204,0.04174451174236002,0.15170255053027312,0.0,0.0,0.07554275941743205,0,8,2021
Andhra Pradesh,2021-09-30,59791311.64680775,17.880853467006695,0.1043777199230216,0.08988252560082537,0.0442609952973451,0.10016824359169482,0.0,0.0,0.05302469631983774,0,9,2021
Andhra Pradesh,2021-10-31,59895339.68033483,17.94649505920354,0.09235380005766373,0.0857140059574967,0.09764536679951755,0.09672236452437873,0.0,0.0,0.061540241534381604,0,10,2021
Andhra Pradesh,2021-11-30,60038335.91325276,18.011659711304638,0.11874386628320403,0.10739086282628992,0.08180930152290777,0.10415139787207817,0.0,0.0,0.061872571316349365,0,11,2021
Andhra Pradesh,2021-12-31,60148265.2477355,18.044971788814493,0.14497643519629017,0.14641818717204214,0.16098577552897156,0.13204736787181484,0.0,0.0,0.08922819428083871,0,12,2021
Andhra Pradesh,2022-01-31,60296142.11658221,18.11920892680008,0.15947349764111846,0.13988503049444584,0.06139883064578028,0.17055480198982623,0.0,0.0,0.08765480512154122,0,1,2022
Andhra Pradesh,2022-02-28,60377498.45105437,18.18650675419325,0.1104506574966647,0.10985869590114782,0.0578727023839639,0.12552277328476222,0.0,0.0,0.06689982647202153,0,2,2022
Andhra Pradesh,2022-03-31,60511581.38055991,18.254608602081326,0.16639236452674983,0.14760791654210423,0.12092692478921684,0.1943754880939309,0.0,0.0,0.10949222080876003,0,3,2022
Andhra Pradesh,2022-04-30,60595927.09312089,18.32002391203496,0.15483605755404667,0.13828114051277954,0.07330596346738623,0.12469088644186778,0.0,0.0,0.06943494999937011,0,4,2022
Andhra Pradesh,2022-05-31,60740783.68746884,18.393745405984006,0.09537293277156464,0.09576478482078452,0.06937023071570247,0.09768976420095726,0.0,0.0,0.05664729748286461,0,5,2022
Andhra Pradesh,2022-06-30,60879298.91740952,18.437721281674133,0.1727595255112552,0.15095327743818115,0.07710179187111328,0.17020252537589403,0.0,0.0,0.090454693749237,0,6,2022
Andhra Pradesh,2022-07-31,60974120.18266997,18.50185584293866,0.1634151932972082,0.16118910225722072,0.147567184283596,0.18603458114709406,0.0,0.0,0.1107876196851386,0,7,2022
Andhra Pradesh,2022-08-31,61126161.10981692,18.53897536580873,0.15056110216171578,0.12827560779178743,0.1658896470262246,0.11984211672943135,0.0,0.0,0.08470629926529699,0,8,2022
Andhra Pradesh,2022-09-30,61207570.928802416,18.60187810763537,0.09665511967259881,0.08777966441049291,0.108160481238167,0.10224730937740827,0.0,0.0,0.06598530907577838,0,9,2022
Andhra Pradesh,2022-10-31,61314486.684351526,18.641394485278703,0.1537745849738071,0.15007033402980743,0.0968159203407644,0.1416619837882458,0.0,0.0,0.08143378481107791,0,10,2022
Andhra Pradesh,2022-11-30,61378537.64238405,18.70073659492873,0.16966765373129597,0.16036905538673507,0.16753154661580733,0.18304199185310935,0.0,0.0,0.11321201013491804,0,11,2022
Andhra Pradesh,2022-12-31,61441443.52571825,18.77242391048344,0.09565603119842507,0.08368450603908514,0.09064005395605648,0.09270344229644467,0.0,0.0,0.05842802134636792,0,12,2022
Andhra Pradesh,2023-01-31,61524748.35664445,18.82959088343961,0.13083157285915606,0.11737192799067668,0.1402043214245815,0.12827440684022992,0.0,0.0,0.0836314963641131,0,1,2023
Andhra Pradesh,2023-02-28,61578258.90477752,18.864803777308484,0.1147854729973315,0.09924007855993393,0.10926270439177246,0.12371647162725313,0.0,0.0,0.07577130274246258,0,2,2023
Andhra Pradesh,2023-03-31,61671301.15172306,18.933148363704067,0.13548978469503498,0.12581235013597092,0.13105736941841212,0.15885391355693224,0.0,0.0,0.09555201256686409,0,3,2023
Andhra Pradesh,2023-04-30,61749875.48825361,18.982810124436494,0.18187116662387803,0.17023225803904501,0.06192365680155306,0.197940501846053,0.0,0.0,0.09997172162216969,0,4,2023
Andhra Pradesh,2023-05-31,61888511.28085854,19.04332040304349,0.11055211841551031,0.1002522576387633,0.041226786353409865,0.11812663093282816,0.0,0.0,0.06046542361146528,0,5,2023
Andhra Pradesh,2023-06-30,61989439.94475344,19.11368039580292,0.17994886856187556,0.18121603014397156,0.15897428200554267,0.1898356972063405,0.0,0.0,0.11463157498433602,0,6,2023
Andhra Pradesh,2023-07-31,62080744.39790312,19.18208369212008,0.14075845931819275,0.13305303829939896,0.07958490461115755,0.13808078681795646,0.0,0.0,0.07659123232184781,0,7,2023
Andhra Pradesh,2023-08-31,62228774.287744135,19.214460986032552,0.10693499836552182,0.09217194248800405,0.10391956249670872,0.11642560282998018,0.0,0.0,0.07151231567667207,0,8,2023
Andhra Pradesh,2023-09-30,62377814.85580208,19.290542155793904,0.15342076180032582,0.15254886741948762,0.06317136466825989,0.14002148580537724,0.0,0.0,0.07436620524152224,0,9,2023
Andhra Pradesh,2023-10-31,62478325.56939683,19.33515239399365,0.13086410871421364,0.12228745244902021,0.04438045591858014,0.15252375775973676,0.0,0.0,0.07640551964519565,0,10,2023
Andhra Pradesh,2023-11-30,62631079.60887657,19.37667104645347,0.16909436661245722,0.17193302130100996,0.15482420193096375,0.19109874741567837,0.0,0.0,0.11441357283984986,0,11,2023
Andhra Pradesh,2023-12-31,62686424.55945995,19.42733672037261,0.10068142956002603,0.10267476558625377,0.026879680623947216,0.11877050499077754,0.0,0.0,0.05805095458907018,0,12,2023
Andhra Pradesh,2024-01-31,62759751.49297865,19.480150788320586,0.15782695388770152,0.15910089059373214,0.1058771459098145,0.13834762283600757,0.0,0.0,0.08166142570820198,0,1,2024
Andhra Pradesh,2024-02-29,62821626.74674858,19.54328188274672,0.1412230919458578,0.1392009256843263,0.10851710310915393,0.1480751260976858,0.0,0.0,0.08649847111920717,0,2,2024
Andhra Pradesh,2024-03-31,62968882.57682047,19.609454811807325,0.09973360896159926,0.09091447144845452,0.10266744357357768,0.08731795797616913,0.0,0.0,0.05829019825092741,0,3,2024
Andhra Pradesh,2024-04-30,63085011.3229599,19.652786835693323,0.17234881128697682,0.16206205564008858,0.11809024656866217,0.16902648519562358,0.0,0.0,0.09764862382175915,0,4,2024
